order_id,customer_id,invoice_id,order_date,shipment_date,order_amount,tax_amount,total_amount,status,sales_rep_id,currency,shipping_address,purchase_order_number
ORD0000001,CUST000001,INV0000001,2025-03-28,2025-04-08,1209066.35,217631.94,1426698.29,In Transit,REP000027,INR,51, MG Road, Mumbai,PO-328936
ORD0000002,CUST000001,INV0000002,2025-02-21,2025-02-24,1576056.55,189126.79,1765183.34,Completed,REP000034,INR,51, MG Road, Mumbai,PO-225620
ORD0000003,CUST000001,INV0000003,2024-10-15,2024-10-17,961222.81,173020.11,1134242.92,Completed,REP000048,INR,51, MG Road, Mumbai,PO-638379
ORD0000004,CUST000001,INV0000004,2025-02-11,2025-02-15,263351.92,47403.35,310755.27,Completed,REP000002,INR,51, MG Road, Mumbai,PO-366282
ORD0000005,CUST000001,INV0000005,2025-03-28,2025-04-03,555880.15,155646.44,711526.59,In Transit,REP000028,INR,51, MG Road, Mumbai,PO-247337
ORD0000006,CUST000001,INV0000006,2025-01-23,2025-01-30,871460.91,156862.96,1028323.87,Completed,REP000031,INR,51, MG Road, Mumbai,PO-313626
ORD0000007,CUST000001,INV0000007,2025-03-23,2025-03-26,1911754.39,229410.53,2141164.92,Delivered,REP000016,INR,51, MG Road, Mumbai,PO-907687
ORD0000008,CUST000001,INV0000008,2024-10-17,2024-10-20,808444.28,40422.21,848866.49,Completed,REP000023,INR,51, MG Road, Mumbai,PO-370358
ORD0000011,CUST000002,INV0000011,2024-11-04,2024-11-08,121910.74,21943.93,143854.67,Completed,REP000033,INR,76, MG Road, Delhi,PO-478986
ORD0000012,CUST000002,INV0000012,2025-02-03,2025-02-08,421025.23,75784.54,496809.77,Completed,REP000001,INR,76, MG Road, Delhi,PO-363614
ORD0000013,CUST000002,INV0000013,2025-03-02,2025-03-06,197218.02,23666.16,220884.18,Completed,REP000026,INR,76, MG Road, Delhi,PO-764673
ORD0000021,CUST000003,INV0000021,2024-12-27,2025-01-04,168538.52,30336.93,198875.45,Completed,REP000028,INR,33, MG Road, Bangalore,PO-842755
ORD0000022,CUST000003,INV0000022,2025-03-07,2025-03-20,128651.03,23157.19,151808.22,In Transit,REP000024,INR,33, MG Road, Bangalore,PO-298047
ORD0000023,CUST000003,INV0000023,2025-03-11,2025-03-16,260504.21,46890.76,307394.97,Delivered,REP000028,INR,33, MG Road, Bangalore,PO-809740
ORD0000031,CUST000004,INV0000031,2025-02-25,2025-03-02,64925.81,11686.65,76612.46,Completed,REP000027,INR,3, MG Road, Hyderabad,PO-913661
ORD0000032,CUST000004,INV0000032,2025-03-30,2025-04-11,24414.86,4394.67,28809.53,In Transit,REP000019,INR,3, MG Road, Hyderabad,PO-794554
ORD0000033,CUST000004,INV0000033,2025-03-20,2025-03-29,94047.08,16928.47,110975.55,Processing,REP000017,INR,3, MG Road, Hyderabad,PO-773152
ORD0000034,CUST000004,INV0000034,2025-03-25,2025-03-28,56886.80,6826.42,63713.22,In Transit,REP000027,INR,3, MG Road, Hyderabad,PO-903198
ORD0000035,CUST000004,INV0000035,2025-02-02,2025-02-08,86261.61,4313.08,90574.69,Completed,REP000018,INR,3, MG Road, Hyderabad,PO-725543
ORD0000036,CUST000004,INV0000036,2025-01-24,2025-01-28,45827.08,8248.87,54075.95,Completed,REP000007,INR,3, MG Road, Hyderabad,PO-223860
ORD0000041,CUST000005,INV0000041,2024-12-20,2024-12-24,301614.31,36193.72,337808.03,Completed,REP000037,INR,71, MG Road, Chennai,PO-883872
ORD0000042,CUST000005,INV0000042,2024-12-21,2024-12-24,164233.86,8211.69,172445.55,Completed,REP000032,INR,71, MG Road, Chennai,PO-954281
ORD0000043,CUST000005,INV0000043,2025-03-08,2025-03-09,442747.04,53129.64,495876.68,Completed,REP000031,INR,71, MG Road, Chennai,PO-963941
ORD0000044,CUST000005,INV0000044,2025-01-23,2025-01-27,263788.79,47481.98,311270.77,Completed,REP000050,INR,71, MG Road, Chennai,PO-392405
ORD0000045,CUST000005,INV0000045,2025-02-25,2025-03-01,480839.10,24041.96,504881.05,Completed,REP000013,INR,71, MG Road, Chennai,PO-215625
ORD0000051,CUST000006,INV0000051,2025-02-03,2025-02-06,787181.70,141692.71,928874.41,Completed,REP000005,INR,58, MG Road, Kolkata,PO-480830
ORD0000052,CUST000006,INV0000052,2025-04-03,2025-04-11,1375672.45,68783.62,1444456.07,In Transit,REP000005,INR,58, MG Road, Kolkata,PO-672152
